project	sample	experiment	run	reads_downloaded	paired_end	sra_misreported_paired_end	mapped_read_count	tissue	sharq_beta_cell_type	avg_read_length	characteristics	dataset
SRP000941	SRS366516	SRX263863	SRR1220456	21182624	TRUE	FALSE	20643364	stem_cell	ips	200	NA	SRP000941_stem_cell
SRP000941	SRS366516	SRX263863	SRR1220457	21403374	TRUE	FALSE	20838350	stem_cell	ips	200	NA	SRP000941_stem_cell
SRP000941	SRS366516	SRX263863	SRR1220458	21270724	TRUE	FALSE	20704637	stem_cell	ips	200	NA	SRP000941_stem_cell
SRP000941	SRS366516	SRX263863	SRR1220459	21402728	TRUE	FALSE	20840331	stem_cell	ips	200	NA	SRP000941_stem_cell
SRP000941	SRS366516	SRX263863	SRR1220460	21578720	TRUE	FALSE	21007221	stem_cell	ips	200	NA	SRP000941_stem_cell
SRP000941	SRS366518	SRX263867	SRR1045602	10927594	TRUE	FALSE	10826227	muscle	ips	200	NA	SRP000941_muscle
SRP000941	SRS366518	SRX263867	SRR1045603	18796606	TRUE	FALSE	18616715	muscle	ips	200	NA	SRP000941_muscle
SRP000941	SRS366518	SRX263867	SRR1045604	18932090	TRUE	FALSE	18733079	muscle	ips	200	NA	SRP000941_muscle
SRP000941	SRS366518	SRX263867	SRR1045605	18838360	TRUE	FALSE	18646741	muscle	ips	200	NA	SRP000941_muscle
SRP000941	SRS366518	SRX263867	SRR1220469	18899352	TRUE	FALSE	18379813	muscle	ips	200	NA	SRP000941_muscle
SRP000941	SRS366518	SRX263867	SRR1220470	18946176	TRUE	FALSE	18414157	muscle	ips	200	NA	SRP000941_muscle
SRP000941	SRS366518	SRX263867	SRR1220471	18776066	TRUE	FALSE	18203729	muscle	ips	200	NA	SRP000941_muscle
SRP000941	SRS366518	SRX263867	SRR1220472	18792718	TRUE	FALSE	18282246	muscle	ips	200	NA	SRP000941_muscle
SRP000941	SRS366518	SRX263867	SRR1220473	18965638	TRUE	FALSE	18439624	muscle	ips	200	NA	SRP000941_muscle
SRP000941	SRS366518	SRX263867	SRR1220474	18857768	TRUE	FALSE	18329160	muscle	ips	200	NA	SRP000941_muscle
SRP000941	SRS366518	SRX263867	SRR1220475	18979620	TRUE	FALSE	18453446	muscle	ips	200	NA	SRP000941_muscle
SRP000941	SRS366518	SRX263867	SRR1220476	19099660	TRUE	FALSE	18569851	muscle	ips	200	NA	SRP000941_muscle
SRP000941	SRS366519	SRX263869	SRR1045606	12594386	TRUE	FALSE	12532922	intestine	ips	200	NA	SRP000941_intestine
SRP000941	SRS366519	SRX263869	SRR1045607	21838834	TRUE	FALSE	21726884	intestine	ips	200	NA	SRP000941_intestine
SRP000941	SRS366519	SRX263869	SRR1045608	22089796	TRUE	FALSE	21961236	intestine	ips	200	NA	SRP000941_intestine
SRP000941	SRS366519	SRX263869	SRR1045609	21971308	TRUE	FALSE	21844371	intestine	ips	200	NA	SRP000941_intestine
SRP000941	SRS366519	SRX263869	SRR1220477	22110336	TRUE	FALSE	21655949	intestine	ips	200	NA	SRP000941_intestine
SRP000941	SRS366519	SRX263869	SRR1220478	22222288	TRUE	FALSE	21761273	intestine	ips	200	NA	SRP000941_intestine
SRP000941	SRS366519	SRX263869	SRR1220479	21960852	TRUE	FALSE	21446974	intestine	ips	200	NA	SRP000941_intestine
SRP000941	SRS366519	SRX263869	SRR1220480	21985864	TRUE	FALSE	21547327	intestine	ips	200	NA	SRP000941_intestine
SRP000941	SRS366519	SRX263869	SRR1220481	22193022	TRUE	FALSE	21736155	intestine	ips	200	NA	SRP000941_intestine
SRP000941	SRS366519	SRX263869	SRR1220482	22073516	TRUE	FALSE	21611976	intestine	ips	200	NA	SRP000941_intestine
SRP000941	SRS366519	SRX263869	SRR1220483	22185804	TRUE	FALSE	21731775	intestine	ips	200	NA	SRP000941_intestine
SRP000941	SRS366519	SRX263869	SRR1220484	22343664	TRUE	FALSE	21893317	intestine	ips	200	NA	SRP000941_intestine
SRP000941	SRS410260	SRX263871	SRR1045610	24607530	TRUE	FALSE	24490636	colon	ips	200	NA	SRP000941_colon
SRP000941	SRS410260	SRX263871	SRR1045611	42505718	TRUE	FALSE	42292629	colon	ips	200	NA	SRP000941_colon
SRP000941	SRS410260	SRX263871	SRR1045612	42960430	TRUE	FALSE	42711819	colon	ips	200	NA	SRP000941_colon
SRP000941	SRS410260	SRX263871	SRR1045613	42713282	TRUE	FALSE	42472606	colon	ips	200	NA	SRP000941_colon
SRP000941	SRS410260	SRX263871	SRR1220485	43641276	TRUE	FALSE	42754950	colon	ips	200	NA	SRP000941_colon
SRP000941	SRS410260	SRX263871	SRR1220486	43907004	TRUE	FALSE	43003052	colon	ips	200	NA	SRP000941_colon
SRP000941	SRS410260	SRX263871	SRR1220487	43342536	TRUE	FALSE	42330695	colon	ips	200	NA	SRP000941_colon
SRP000941	SRS410260	SRX263871	SRR1220488	43410430	TRUE	FALSE	42548358	colon	ips	200	NA	SRP000941_colon
SRP000941	SRS410260	SRX263871	SRR1220489	43793142	TRUE	FALSE	42897365	colon	ips	200	NA	SRP000941_colon
SRP000941	SRS410260	SRX263871	SRR1220490	43541810	TRUE	FALSE	42642213	colon	ips	200	NA	SRP000941_colon
SRP000941	SRS410260	SRX263871	SRR1220491	43770890	TRUE	FALSE	42878826	colon	ips	200	NA	SRP000941_colon
SRP000941	SRS410260	SRX263871	SRR1220492	44081648	TRUE	FALSE	43195179	colon	ips	200	NA	SRP000941_colon
SRP001371	SRS114974	SRX135562	SRR453391	32e6	TRUE	FALSE	29875790	blood	cd34	152	NA	SRP001371_blood
SRP001371	SRS114974	SRX135562	SRR453392	32e6	TRUE	FALSE	27927464	blood	cd34	152	NA	SRP001371_blood
SRP001371	SRS114974	SRX135562	SRR453394	32e6	TRUE	FALSE	29707817	blood	cd34	152	NA	SRP001371_blood
SRP001371	SRS114974	SRX135562	SRR453395	32e6	TRUE	FALSE	29313107	blood	cd34	152	NA	SRP001371_blood
SRP001371	SRS114974	SRX135562	SRR453396	32e6	TRUE	FALSE	28345471	blood	cd34	152	NA	SRP001371_blood
SRP001371	SRS114974	SRX135562	SRR453397	32e6	TRUE	FALSE	29486605	blood	cd34	152	NA	SRP001371_blood
SRP001371	SRS114974	SRX135562	SRR453398	32e6	TRUE	FALSE	27158185	blood	cd34	152	NA	SRP001371_blood
SRP001371	SRS114974	SRX135562	SRR453399	32e6	TRUE	FALSE	29844755	blood	cd34	152	NA	SRP001371_blood
SRP001371	SRS114974	SRX135562	SRR453401	32e6	TRUE	FALSE	26016427	blood	cd34	152	NA	SRP001371_blood
SRP001371	SRS114974	SRX135562	SRR453402	32e6	TRUE	FALSE	29973251	blood	cd34	152	NA	SRP001371_blood
SRP001371	SRS114974	SRX135562	SRR453403	32e6	TRUE	FALSE	28661270	blood	cd34	152	NA	SRP001371_blood
SRP001371	SRS114974	SRX135562	SRR453404	32e6	TRUE	FALSE	27506292	blood	cd34	152	NA	SRP001371_blood
SRP001371	SRS114974	SRX135562	SRR453405	32e6	TRUE	FALSE	29833203	blood	cd34	152	NA	SRP001371_blood
SRP001371	SRS114974	SRX135562	SRR453406	32e6	TRUE	FALSE	27831294	blood	cd34	152	NA	SRP001371_blood
SRP001371	SRS114974	SRX135562	SRR453407	9172344	TRUE	FALSE	7554059	blood	cd34	152	NA	SRP001371_blood
SRP001371	SRS165630	SRX213998	SRR643766	267415584	TRUE	FALSE	251265921	blood	cd4	152	NA	SRP001371_blood
SRP001371	SRS183511	SRX214323	SRR644513	466441620	TRUE	FALSE	426106460	blood	cd4	152	NA	SRP001371_blood
SRP001371	SRS183516	SRX213996	SRR643741	465784170	TRUE	FALSE	422373488	intestine	esc	152	NA	SRP001371_intestine
SRP001371	SRS183517	SRX214017	SRR643744	5478645	FALSE	FALSE	2465785	intestine	esc	36	NA	SRP001371_intestine
SRP001371	SRS183517	SRX214017	SRR643745	57007537	FALSE	FALSE	51982332	intestine	esc	36	NA	SRP001371_intestine
SRP001371	SRS183518	SRX214020	SRR643748	52146629	FALSE	FALSE	50896911	intestine	esc	36	NA	SRP001371_intestine
SRP001371	SRS183520	SRX213997	SRR643742	509952682	TRUE	FALSE	453901748	intestine	esc	152	NA	SRP001371_intestine
SRP001371	SRS183521	SRX214028	SRR643756	51428749	FALSE	FALSE	50378017	intestine	esc	36	NA	SRP001371_intestine
SRP001371	SRS183522	SRX214019	SRR643747	44941421	FALSE	FALSE	43953437	intestine	esc	36	NA	SRP001371_intestine
SRP001371	SRS183523	SRX214023	SRR643751	51172841	FALSE	FALSE	50169945	kidney	esc	36	NA	SRP001371_kidney
SRP001371	SRS183527	SRX214007	SRR643780	57043827	FALSE	FALSE	48201412	brain	cortex	36	NA	SRP001371_brain
SRP001371	SRS183528	SRX214026	SRR643754	75883594	FALSE	FALSE	67932788	brain	cortex	36	NA	SRP001371_brain
SRP001371	SRS183529	SRX214024	SRR643752	65940073	FALSE	FALSE	64664145	brain	cortex	36	NA	SRP001371_brain
SRP001371	SRS183530	SRX214009	SRR643783	75527618	FALSE	FALSE	66289648	brain	cortex	36	NA	SRP001371_brain
SRP001371	SRS183541	SRX252267	SRR786758	53731613	FALSE	TRUE	47450561	muscle	esc	36	NA	SRP001371_muscle
SRP001371	SRS183542	SRX252268	SRR786759	41333047	FALSE	TRUE	36853569	muscle	esc	36	NA	SRP001371_muscle
SRP001371	SRS183544	SRX252266	SRR786757	85291798	FALSE	TRUE	76000496	muscle	esc	36	NA	SRP001371_muscle
SRP001371	SRS183545	SRX252264	SRR786755	61892820	FALSE	TRUE	57669474	muscle	skeletal	36	NA	SRP001371_muscle
SRP001371	SRS255658	SRX214027	SRR643755	61496149	FALSE	FALSE	60004878	intestine	esc	36	NA	SRP001371_intestine
SRP001371	SRS255661	SRX214029	SRR643757	69004775	FALSE	FALSE	57873878	intestine	esc	36	NA	SRP001371_intestine
SRP001371	SRS255662	SRX214031	SRR643759	53341809	FALSE	FALSE	52172761	intestine	esc	36	NA	SRP001371_intestine
SRP001371	SRS255663	SRX214033	SRR643761	50530635	FALSE	FALSE	49538551	intestine	esc	36	NA	SRP001371_intestine
SRP001371	SRS255667	SRX214018	SRR643746	64935158	FALSE	FALSE	63266673	intestine	esc	36	NA	SRP001371_intestine
SRP001371	SRS255668	SRX214030	SRR643758	62818159	FALSE	FALSE	61483864	intestine	esc	36	NA	SRP001371_intestine
SRP001371	SRS255679	SRX343529	SRR980457	53031157	FALSE	TRUE	51818996	muscle	esc	36	NA	SRP001371_muscle
SRP001371	SRS255680	SRX252272	SRR786763	33933276	FALSE	TRUE	27988006	muscle	esc	36	NA	SRP001371_muscle
SRP001371	SRS255680	SRX252272	SRR786764	23159861	FALSE	TRUE	19836475	muscle	esc	36	NA	SRP001371_muscle
SRP001371	SRS255681	SRX252273	SRR786765	52816812	FALSE	TRUE	48472658	muscle	esc	36	NA	SRP001371_muscle
SRP001371	SRS255682	SRX252260	SRR786808	76370952	FALSE	TRUE	68267069	muscle	esc	36	NA	SRP001371_muscle
SRP001371	SRS255683	SRX343530	SRR980458	42092063	FALSE	TRUE	33009060	muscle	esc	36	NA	SRP001371_muscle
SRP001371	SRS255684	SRX252274	SRR786766	39750704	FALSE	TRUE	35964046	muscle	esc	36	NA	SRP001371_muscle
SRP001371	SRS255685	SRX252276	SRR786768	72517664	FALSE	TRUE	63318375	muscle	esc	36	NA	SRP001371_muscle
SRP001371	SRS255686	SRX252275	SRR786767	46036694	FALSE	TRUE	42413118	muscle	skeletal	36	NA	SRP001371_muscle
SRP001371	SRS267002	SRX214021	SRR643749	46476474	FALSE	FALSE	45635857	kidney	esc	36	NA	SRP001371_kidney
SRP001371	SRS267003	SRX214037	SRR643765	93143747	FALSE	FALSE	77340758	kidney	esc	36	NA	SRP001371_kidney
SRP001371	SRS267007	SRX214039	SRR643768	29816723	FALSE	FALSE	25178805	brain	cortex	36	NA	SRP001371_brain
SRP001371	SRS267007	SRX214039	SRR643769	97717444	FALSE	FALSE	80574229	brain	cortex	36	NA	SRP001371_brain
SRP001371	SRS267008	SRX214000	SRR643771	72413872	FALSE	FALSE	63687864	brain	cortex	36	NA	SRP001371_brain
SRP001371	SRS267009	SRX214003	SRR643775	56190754	FALSE	FALSE	47340730	brain	cortex	36	NA	SRP001371_brain
SRP001371	SRS267010	SRX213999	SRR643770	60801338	FALSE	FALSE	55154362	brain	cortex	36	NA	SRP001371_brain
SRP001371	SRS267011	SRX214010	SRR643784	81444393	FALSE	FALSE	71834744	brain	cortex	36	NA	SRP001371_brain
SRP001371	SRS267026	SRX252279	SRR786771	122305584	TRUE	FALSE	67942156	muscle	esc	72	NA	SRP001371_muscle
SRP001371	SRS267027	SRX252280	SRR786772	143229802	TRUE	FALSE	80504803	muscle	esc	72	NA	SRP001371_muscle
SRP001371	SRS267028	SRX252288	SRR786782	52467055	FALSE	TRUE	48536595	muscle	esc	36	NA	SRP001371_muscle
SRP001371	SRS267029	SRX252252	SRR786799	57146326	FALSE	TRUE	52631781	muscle	esc	36	NA	SRP001371_muscle
SRP001371	SRS267030	SRX252253	SRR786800	45294051	FALSE	TRUE	40216547	muscle	esc	36	NA	SRP001371_muscle
SRP001371	SRS267031	SRX252281	SRR786773	46320909	FALSE	TRUE	41045960	muscle	esc	36	NA	SRP001371_muscle
SRP001371	SRS267032	SRX252282	SRR786774	41127516	FALSE	TRUE	36367517	muscle	esc	36	NA	SRP001371_muscle
SRP001371	SRS267033	SRX252239	SRR786785	52448969	FALSE	TRUE	47282647	muscle	esc	36	NA	SRP001371_muscle
SRP001371	SRS267034	SRX252241	SRR786787	73768570	FALSE	TRUE	65512251	muscle	esc	36	NA	SRP001371_muscle
SRP001371	SRS267035	SRX252255	SRR786802	59361121	FALSE	TRUE	52882417	muscle	esc	36	NA	SRP001371_muscle
SRP001371	SRS267036	SRX252283	SRR786775	49595247	FALSE	TRUE	44655414	muscle	esc	36	NA	SRP001371_muscle
SRP001371	SRS267037	SRX252284	SRR786776	39691322	TRUE	FALSE	15898233	muscle	esc	72	NA	SRP001371_muscle
SRP001371	SRS267037	SRX252284	SRR786777	61812211	FALSE	TRUE	56624549	muscle	esc	36	NA	SRP001371_muscle
SRP001371	SRS267037	SRX252284	SRR786778	9011798	FALSE	TRUE	5940972	muscle	esc	36	NA	SRP001371_muscle
SRP001371	SRS267039	SRX252242	SRR786788	51941901	FALSE	TRUE	46971769	muscle	esc	36	NA	SRP001371_muscle
SRP001371	SRS267040	SRX252249	SRR786796	47614117	FALSE	TRUE	43051913	muscle	esc	36	NA	SRP001371_muscle
SRP001371	SRS267041	SRX252254	SRR786801	63918888	FALSE	TRUE	57056755	muscle	esc	36	NA	SRP001371_muscle
SRP001371	SRS267044	SRX252289	SRR786783	20599624	FALSE	TRUE	19066159	blood	cord	36	NA	SRP001371_blood
SRP001371	SRS267044	SRX252289	SRR786784	56331850	FALSE	TRUE	49418845	blood	cord	36	NA	SRP001371_blood
SRP001371	SRS294636	SRX214008	SRR643781	24324754	FALSE	FALSE	21376435	brain	cortex	36	NA	SRP001371_brain
SRP001371	SRS294636	SRX214008	SRR643782	76113911	FALSE	FALSE	66191569	brain	cortex	36	NA	SRP001371_brain
SRP001371	SRS294639	SRX252278	SRR786770	41228786	FALSE	TRUE	37068116	muscle	esc	36	NA	SRP001371_muscle
SRP001371	SRS294643	SRX252251	SRR786798	52516305	FALSE	TRUE	47985650	muscle	esc	36	NA	SRP001371_muscle
SRP001371	SRS294646	SRX252256	SRR786803	57502961	FALSE	TRUE	50091808	muscle	esc	36	NA	SRP001371_muscle
SRP001371	SRS294649	SRX252247	SRR786794	61226470	FALSE	TRUE	57753333	muscle	esc	36	NA	SRP001371_muscle
SRP001371	SRS294650	SRX252248	SRR786795	71353018	FALSE	TRUE	68143375	muscle	esc	36	NA	SRP001371_muscle
SRP001371	SRS294651	SRX252250	SRR786797	56706281	FALSE	TRUE	50819258	muscle	esc	36	NA	SRP001371_muscle
SRP001371	SRS294653	SRX343513	SRR980475	191837028	TRUE	FALSE	183112922	muscle	esc	152	NA	SRP001371_muscle
SRP001371	SRS294653	SRX343513	SRR980476	265702330	TRUE	FALSE	217604792	muscle	esc	152	NA	SRP001371_muscle
SRP001371	SRS294654	SRX343516	SRR980485	294740212	TRUE	FALSE	234034082	muscle	esc	152	NA	SRP001371_muscle
SRP001371	SRS294654	SRX343516	SRR980486	498992792	TRUE	FALSE	443255703	muscle	esc	152	NA	SRP001371_muscle
SRP001371	SRS294657	SRX343514	SRR980477	271410530	TRUE	FALSE	261336666	blood	cord	152	NA	SRP001371_blood
SRP001371	SRS294657	SRX343514	SRR980478	25849316	TRUE	FALSE	24521253	blood	cord	152	NA	SRP001371_blood
SRP001371	SRS294657	SRX343514	SRR980479	877648	TRUE	FALSE	579003	blood	cord	152	NA	SRP001371_blood
SRP001371	SRS373351	SRX252257	SRR786804	11170094	FALSE	TRUE	10601521	blood	cord	36	NA	SRP001371_blood
SRP001371	SRS373351	SRX252257	SRR786805	34507215	FALSE	TRUE	31073952	blood	cord	36	NA	SRP001371_blood
SRP001371	SRS383010	SRX214032	SRR643760	49153431	FALSE	FALSE	47994568	intestine	esc	36	NA	SRP001371_intestine
SRP001371	SRS383011	SRX214022	SRR643750	67316380	FALSE	FALSE	65847598	kidney	esc	36	NA	SRP001371_kidney
SRP001371	SRS383012	SRX214034	SRR643762	76023554	FALSE	FALSE	67698395	kidney	esc	36	NA	SRP001371_kidney
SRP001558	SRS009313	SRX014818	SRR032116	5225421	FALSE	FALSE	5123783	liver	cortex	35	"c(""sex: female"", ""tissue: liver"")"	SRP001558_liver
SRP001558	SRS009315	SRX014820	SRR032118	4983423	FALSE	FALSE	4825348	liver	cortex	35	"c(""sex: female"", ""tissue: liver"")"	SRP001558_liver
SRP001558	SRS009316	SRX014821	SRR032119	5477129	FALSE	FALSE	5406570	liver	cortex	35	"c(""sex: female"", ""tissue: liver"")"	SRP001558_liver
SRP001558	SRS009317	SRX014822	SRR032120	6592168	FALSE	FALSE	6268809	liver	cortex	35	"c(""sex: female"", ""tissue: liver"")"	SRP001558_liver
SRP001558	SRS009318	SRX014823	SRR032121	6820205	FALSE	FALSE	6503430	liver	cortex	35	"c(""sex: female"", ""tissue: liver"")"	SRP001558_liver
SRP001558	SRS009319	SRX014824	SRR032122	4430094	FALSE	FALSE	4314688	liver	cortex	35	"c(""sex: male"", ""tissue: liver"")"	SRP001558_liver
SRP001558	SRS009320	SRX014825	SRR032123	4934824	FALSE	FALSE	4793577	liver	cortex	35	"c(""sex: male"", ""tissue: liver"")"	SRP001558_liver
SRP001558	SRS009321	SRX014826	SRR032124	7163392	FALSE	FALSE	6951290	liver	cortex	35	"c(""sex: male"", ""tissue: liver"")"	SRP001558_liver
SRP001558	SRS009322	SRX014827	SRR032125	6945518	FALSE	FALSE	6805102	liver	cortex	35	"c(""sex: male"", ""tissue: liver"")"	SRP001558_liver
SRP001558	SRS009323	SRX014828	SRR032126	7116535	FALSE	FALSE	7006054	liver	cortex	35	"c(""sex: male"", ""tissue: liver"")"	SRP001558_liver
SRP001558	SRS009324	SRX014829	SRR032127	6588978	FALSE	FALSE	6464335	liver	cortex	35	"c(""sex: male"", ""tissue: liver"")"	SRP001558_liver
SRP001893	SRS010364	SRX016560	SRR035576	17977230	FALSE	FALSE	17619859	umbilical_cord	bj	50	cell type: hMSC cells	SRP001893_umbilical_cord
SRP001893	SRS010364	SRX016560	SRR035577	17888401	FALSE	FALSE	17539013	umbilical_cord	bj	50	cell type: hMSC cells	SRP001893_umbilical_cord
SRP001893	SRS010364	SRX016560	SRR035578	17211229	FALSE	FALSE	16841709	umbilical_cord	bj	50	cell type: hMSC cells	SRP001893_umbilical_cord
SRP001893	SRS010365	SRX016561	SRR035579	17684650	FALSE	FALSE	17121943	umbilical_cord	bj	50	cell type: hMSC cells	SRP001893_umbilical_cord
SRP001893	SRS010365	SRX016561	SRR035580	18183656	FALSE	FALSE	17591787	umbilical_cord	bj	50	cell type: hMSC cells	SRP001893_umbilical_cord
SRP001893	SRS010365	SRX016561	SRR035581	17419085	FALSE	FALSE	16833305	umbilical_cord	bj	50	cell type: hMSC cells	SRP001893_umbilical_cord
SRP001893	SRS010366	SRX016562	SRR035582	17661304	FALSE	FALSE	17166374	umbilical_cord	bj	50	cell type: hMSC cells	SRP001893_umbilical_cord
SRP001893	SRS010366	SRX016562	SRR035583	17342832	FALSE	FALSE	16863770	umbilical_cord	bj	50	cell type: hMSC cells	SRP001893_umbilical_cord
SRP001893	SRS010366	SRX016562	SRR035584	17574193	FALSE	FALSE	17092017	umbilical_cord	bj	50	cell type: hMSC cells	SRP001893_umbilical_cord
SRP001893	SRS010367	SRX016563	SRR035585	18387207	FALSE	FALSE	17962223	umbilical_cord	bj	50	cell type: hMSC cells	SRP001893_umbilical_cord
SRP001893	SRS010367	SRX016563	SRR035586	19275633	FALSE	FALSE	18984007	umbilical_cord	bj	50	cell type: hMSC cells	SRP001893_umbilical_cord
SRP001893	SRS010367	SRX016563	SRR035587	19058229	FALSE	FALSE	18770845	umbilical_cord	bj	50	cell type: hMSC cells	SRP001893_umbilical_cord
SRP002079	SRS011896	SRX017367	SRR037165	5313644	TRUE	FALSE	3605818	stem_cell	esc	70	developmental stage: Embryonic stem cells	SRP002079_stem_cell
SRP002079	SRS011896	SRX017367	SRR037166	4182678	TRUE	FALSE	3135265	stem_cell	esc	70	developmental stage: Embryonic stem cells	SRP002079_stem_cell
SRP002079	SRS011896	SRX017368	SRR037167	19484428	TRUE	FALSE	13308778	stem_cell	esc	72	developmental stage: Embryonic stem cells	SRP002079_stem_cell
SRP002079	SRS011896	SRX017369	SRR037168	595171	FALSE	FALSE	457029	stem_cell	esc	35	developmental stage: Embryonic stem cells	SRP002079_stem_cell
SRP002079	SRS011896	SRX017369	SRR037169	471380	FALSE	FALSE	357669	stem_cell	esc	35	developmental stage: Embryonic stem cells	SRP002079_stem_cell
SRP002079	SRS011896	SRX017369	SRR037170	3322551	FALSE	FALSE	2521778	stem_cell	esc	35	developmental stage: Embryonic stem cells	SRP002079_stem_cell
SRP002079	SRS011898	SRX017370	SRR037171	3423628	TRUE	FALSE	2938522	stem_cell	esc	70	developmental stage: Embryonic stem cells	SRP002079_stem_cell
SRP002079	SRS011898	SRX017370	SRR037172	2235324	TRUE	FALSE	1987779	stem_cell	esc	70	developmental stage: Embryonic stem cells	SRP002079_stem_cell
SRP002079	SRS011898	SRX017370	SRR037173	2981144	TRUE	FALSE	2682529	stem_cell	esc	70	developmental stage: Embryonic stem cells	SRP002079_stem_cell
SRP002079	SRS011898	SRX017371	SRR037174	10552306	TRUE	FALSE	8805402	stem_cell	esc	66	developmental stage: Embryonic stem cells	SRP002079_stem_cell
SRP002079	SRS011898	SRX017371	SRR037175	3490330	TRUE	FALSE	2910942	stem_cell	esc	66	developmental stage: Embryonic stem cells	SRP002079_stem_cell
SRP002079	SRS011898	SRX017372	SRR037177	3747287	FALSE	FALSE	3432198	stem_cell	esc	27	developmental stage: Embryonic stem cells	SRP002079_stem_cell
SRP002079	SRS011898	SRX017372	SRR037182	4484937	FALSE	FALSE	4139748	stem_cell	esc	27	developmental stage: Embryonic stem cells	SRP002079_stem_cell
SRP002079	SRS011898	SRX017372	SRR037183	2397894	FALSE	FALSE	2166839	stem_cell	esc	27	developmental stage: Embryonic stem cells	SRP002079_stem_cell
SRP002079	SRS011898	SRX017372	SRR037184	3923478	FALSE	FALSE	3749262	stem_cell	esc	27	developmental stage: Embryonic stem cells	SRP002079_stem_cell
SRP002079	SRS011898	SRX017372	SRR037185	4340208	FALSE	FALSE	4045110	stem_cell	esc	27	developmental stage: Embryonic stem cells	SRP002079_stem_cell
SRP002079	SRS011898	SRX017372	SRR037186	3411254	FALSE	FALSE	2531761	stem_cell	esc	27	developmental stage: Embryonic stem cells	SRP002079_stem_cell
SRP002079	SRS011898	SRX017372	SRR037187	6799539	FALSE	FALSE	6442797	stem_cell	esc	27	developmental stage: Embryonic stem cells	SRP002079_stem_cell
SRP002079	SRS011898	SRX017372	SRR037188	5028793	FALSE	FALSE	4727907	stem_cell	esc	27	developmental stage: Embryonic stem cells	SRP002079_stem_cell
SRP002079	SRS011898	SRX017373	SRR037178	4340991	FALSE	FALSE	4257563	stem_cell	esc	35	developmental stage: Embryonic stem cells	SRP002079_stem_cell
SRP002079	SRS011898	SRX017373	SRR037179	4172851	FALSE	FALSE	4090798	stem_cell	esc	35	developmental stage: Embryonic stem cells	SRP002079_stem_cell
SRP002079	SRS011898	SRX017373	SRR037180	4497626	FALSE	FALSE	4416665	stem_cell	esc	35	developmental stage: Embryonic stem cells	SRP002079_stem_cell
SRP002079	SRS011898	SRX017373	SRR037181	3404103	FALSE	FALSE	3339538	stem_cell	esc	35	developmental stage: Embryonic stem cells	SRP002079_stem_cell
SRP002079	SRS011898	SRX017373	SRR037189	9366777	FALSE	FALSE	2629778	stem_cell	esc	35	developmental stage: Embryonic stem cells	SRP002079_stem_cell
SRP002079	SRS011898	SRX017373	SRR037190	9554466	FALSE	FALSE	4840645	stem_cell	esc	35	developmental stage: Embryonic stem cells	SRP002079_stem_cell
SRP002079	SRS011898	SRX017373	SRR037191	1068619	FALSE	FALSE	781220	stem_cell	esc	35	developmental stage: Embryonic stem cells	SRP002079_stem_cell
SRP002079	SRS011898	SRX017373	SRR037192	5897391	FALSE	FALSE	5733975	stem_cell	esc	35	developmental stage: Embryonic stem cells	SRP002079_stem_cell
SRP002079	SRS011899	SRX017374	SRR037193	3681872	TRUE	FALSE	2827227	brain	neural	70	developmental stage: early initiation	SRP002079_brain
SRP002079	SRS011899	SRX017375	SRR037194	18421352	TRUE	FALSE	13469668	brain	neural	72	developmental stage: early initiation	SRP002079_brain
SRP002079	SRS011899	SRX017375	SRR037195	9639564	TRUE	FALSE	7921926	brain	neural	72	developmental stage: early initiation	SRP002079_brain
SRP002079	SRS011899	SRX017376	SRR037196	1374711	FALSE	FALSE	1142359	brain	neural	35	developmental stage: early initiation	SRP002079_brain
SRP002079	SRS011899	SRX017376	SRR037197	882998	FALSE	FALSE	725774	brain	neural	35	developmental stage: early initiation	SRP002079_brain
SRP002079	SRS011899	SRX017376	SRR037198	4746828	FALSE	FALSE	4055348	brain	neural	35	developmental stage: early initiation	SRP002079_brain
